Date,MAX,MIN,EVP,SSH,Glob_Rad,Diff_Rad
2011-01-29,32.0,10.3,5.8,9.7,16.368472222222223,4.672727272727272
2011-01-30,32.6,10.6,4.1,9.4,16.153243243243242,4.783378378378378
2011-01-31,32.1,11.9,4.2,9.3,16.115972222222226,4.449583333333333
2011-02-01,31.3,12.4,4.9,8.9,15.299714285714286,4.793428571428572
2011-02-02,31.9,12.2,4.9,9.4,15.94857142857143,4.7297142857142855
2011-02-03,31.4,12.6,3.4,9.7,16.173194444444444,4.891285714285715
2011-02-04,30.7,12.1,4.8,9.7,16.135416666666668,4.951944444444444
2011-02-05,31.0,11.3,5.7,9.8,16.118783783783783,4.982432432432432
2011-02-06,31.7,9.8,5.6,10.9,16.05986111111111,5.024428571428572
2011-02-07,32.5,13.8,3.3,9.9,15.949090909090913,4.833636363636363
2011-02-08,32.7,11.6,4.4,9.7,16.255,8.54
2011-02-09,31.9,11.5,5.0,9.4,16.325131578947367,9.17
2011-02-10,32.4,12.1,3.6,9.2,16.54197368421053,8.19
2011-02-11,31.9,10.6,4.2,9.6,16.4195,7.39
2011-02-12,32.4,12.2,6.7,9.2,15.992820512820511,8.53
2011-02-13,32.5,12.8,4.5,9.7,16.238108108108108,4.75
2011-02-14,32.8,12.4,2.8,9.8,16.517432432432432,3.26
2011-02-15,32.1,12.2,4.8,9.7,16.284736842105264,4.48
2011-02-16,29.6,14.8,7.1,8.8,16.50486842105263,4.26
2011-02-17,27.6,11.7,5.3,10.0,16.611125,3.98
2011-02-18,29.9,11.9,5.4,10.3,16.683205128205124,3.96
2011-02-19,30.1,12.6,5.4,9.6,16.67628205128205,3.5
2011-02-20,30.3,12.8,4.2,10.0,16.57217948717949,4.63
2011-02-21,30.4,10.9,3.5,10.4,16.449871794871793,4.16
2011-02-22,31.1,11.4,6.4,9.3,17.114324324324322,4.69
2011-02-23,30.7,15.5,6.3,8.1,17.12291666666667,3.97
2011-02-24,32.5,15.5,4.1,9.7,17.193076923076926,4.135
2011-02-25,31.9,12.3,4.5,10.8,17.44423076923077,4.3
2011-02-26,31.8,11.2,7.7,10.1,17.87828947368421,4.07
2011-02-27,31.9,12.7,5.4,8.2,17.74111111111111,3.9
2011-02-28,32.2,18.8,4.5,6.4,17.469,3.5
2011-03-01,32.7,18.4,4.3,7.2,17.357428571428567,3.88
2011-03-02,33.4,17.9,3.5,8.9,17.822222222222223,4.47
2011-03-03,33.9,15.8,5.7,8.0,17.75815789473684,4.37
2011-03-04,35.2,16.3,5.4,8.4,17.981052631578947,4.445
2011-03-05,35.3,16.3,5.4,8.6,18.16078947368421,4.52
2011-03-06,35.2,16.3,5.0,9.5,18.01,4.24
2011-03-07,36.0,16.4,4.5,9.1,18.23263157894737,4.61
2011-03-08,37.2,16.7,5.2,9.0,18.162051282051284,4.3
2011-03-09,36.8,15.0,6.1,9.8,18.08128205128205,5.05
2011-03-10,35.3,11.2,9.8,10.8,18.13589743589744,5.245
2011-03-11,35.0,10.6,6.5,9.6,18.173589743589748,5.44
2011-03-12,34.7,12.3,8.5,9.7,18.588421052631578,5.24
2011-03-13,34.9,13.3,6.2,9.8,18.80441176470588,4.97
2011-03-14,35.8,13.9,7.3,10.0,18.805972222222223,5.35
2011-03-15,26.0,13.0,6.1,9.6,18.88337837837838,3.97
2011-03-16,36.1,13.4,5.2,9.8,19.1425641025641,4.35
2011-03-17,35.8,11.8,7.7,7.7,19.21027777777778,4.88
2011-03-18,36.1,13.8,7.1,9.9,19.76722222222222,5.72
2011-03-19,37.5,14.6,6.9,9.9,19.922027027027028,5.81
2011-03-20,37.5,16.3,6.6,10.4,19.635416666666668,5.97
2011-03-21,36.2,13.9,9.0,9.5,13.34,5.54
2011-03-22,35.9,14.8,7.0,10.1,19.862894736842104,6.6
2011-03-23,36.2,15.5,9.6,9.9,19.93791666666667,6.28
2011-03-24,36.2,16.8,8.7,9.4,19.93014285714285,6.48
2011-03-25,35.3,17.8,6.8,9.6,13.92,5.93
2011-03-26,35.2,13.5,5.3,9.7,20.442702702702704,8.42
2011-03-27,35.9,17.8,7.1,9.5,20.635428571428573,5.35
2011-03-28,36.9,16.5,7.3,10.1,21.154571428571423,6.05
2011-03-29,37.8,18.0,7.5,9.7,21.01333333333333,6.11
2011-03-30,38.1,16.1,7.5,9.3,20.97828571428571,5.59
2011-03-31,37.7,16.2,9.4,9.8,20.91189189189189,4.82
2011-04-01,36.4,15.2,6.9,10.0,21.22421052631579,7.44
2011-04-02,35.3,11.2,10.6,10.0,21.05871794871795,9.15
2011-04-03,35.5,16.3,10.0,10.5,21.19,7.39
2011-04-04,34.3,13.4,9.7,10.0,21.65472972972973,4.72
2011-04-05,34.6,14.3,9.0,10.5,21.8322972972973,5.05
2011-04-06,36.1,18.0,9.1,9.8,21.587916666666665,8.44
2011-04-07,37.0,17.9,7.0,9.1,21.32694444444444,8.73
2011-04-08,37.4,14.0,8.3,9.6,21.32694444444444,8.615
2011-04-09,37.0,18.8,8.7,9.6,21.51606060606061,8.5
2011-04-10,37.3,19.9,9.0,6.9,22.15837837837838,8.98
2011-04-11,37.5,19.9,9.0,7.7,22.203333333333333,7.43
2011-04-12,37.5,21.3,8.1,7.9,20.87,7.32
2011-04-13,38.1,22.8,10.4,9.4,22.43,6.7
2011-04-14,37.9,20.2,10.3,9.9,23.67,6.36
2011-04-15,37.1,23.8,9.7,10.7,23.46,5.91
2011-04-16,36.8,23.5,12.6,9.0,22.47,6.44
2011-04-17,37.8,23.3,9.0,8.2,19.06,5.24
2011-04-18,38.7,23.0,8.7,10.7,15.82,4.67
2011-04-19,38.0,20.8,8.9,10.0,17.84,4.53
2011-04-20,38.2,20.1,10.0,9.6,14.44,5.14
2011-04-21,37.4,20.1,9.0,10.1,20.29,5.27
2011-04-22,37.8,20.9,9.7,10.5,19.7,5.12
2011-04-23,37.8,20.0,9.4,7.9,24.65,6.17448717948718
2011-04-25,37.4,20.6,0.8,8.5,22.97,6.307625
2011-04-26,37.2,21.7,7.4,9.7,22.99,5.1
2011-04-27,38.4,21.9,7.3,10.2,20.84,6.17
2011-04-28,39.5,21.4,8.0,8.1,19.04,5.97
2011-04-29,39.7,22.5,10.8,10.1,19.56,5.56
2011-04-30,37.0,24.0,9.0,8.9,21.21,5.79
2011-05-01,40.3,24.8,8.5,10.0,20.39,5.53
2011-05-02,39.3,24.5,9.5,10.5,22.29,7.65
2011-05-03,38.3,22.3,9.8,10.8,22.73,9.77
2011-05-04,36.5,21.5,11.3,11.3,22.23,7.57
2011-05-05,35.2,21.2,11.7,11.2,21.38,7.11
2011-05-06,35.7,21.7,9.9,9.9,21.75,6.52
2011-05-07,35.6,19.6,9.1,10.8,21.03,5.92
2011-05-08,34.8,21.9,8.2,10.2,20.85,6.65
2011-05-09,37.2,23.1,9.5,9.8,23.08,7.04
2011-05-10,36.1,23.1,10.9,9.7,26.15,6.67
2011-05-11,35.8,20.5,10.0,10.8,26.26,5.93
2011-05-12,36.4,22.0,11.9,11.0,25.23,5.35
2011-05-13,36.8,22.2,11.2,11.3,25.08,6.66
2011-05-14,36.7,22.8,10.3,9.5,25.23,6.33
2011-05-15,37.3,22.3,8.8,9.8,23.79,6.64
2011-05-16,38.9,26.2,11.5,1.7,22.77,6.76
2011-05-17,36.3,25.0,7.5,8.7,18.87,7.83
2011-05-18,40.4,24.7,9.5,5.4,19.25,9.15
2011-05-19,37.7,24.7,10.8,10.8,8.81,9.85
2011-05-20,36.9,22.9,10.0,11.5,16.92,7.119999999999998
2011-05-21,35.5,24.5,13.8,10.5,22.2,7.52578947368421
2011-05-22,34.4,25.0,11.2,10.9,23.13,8.47
2011-05-23,34.9,25.0,11.8,11.5,24.7,8.89
2011-05-24,36.2,24.3,10.0,11.5,23.94,6.75
2011-05-25,36.4,23.3,8.0,11.1,24.135384615384616,7.3891891891891905
2011-05-26,37.7,23.3,10.4,8.1,23.874,7.115921052631578
2011-05-27,37.6,22.2,10.0,5.2,20.11,7.367435897435897
2011-05-28,36.6,23.8,6.8,8.8,23.26,7.01
2011-05-29,37.1,24.6,9.8,11.2,22.96,9.49
2011-05-30,36.9,25.3,8.6,10.2,24.21,8.68
2011-05-31,35.9,24.3,9.2,11.8,25.33,7.87
2011-06-01,35.8,24.2,8.2,11.5,22.215,7.91
2011-06-02,36.1,24.3,9.7,7.1,19.1,8.98
2011-06-03,36.9,20.5,4.5,2.5,18.39,8.43
2011-06-04,32.1,22.8,6.5,3.0,21.45,10.09
2011-06-05,30.6,23.3,2.8,3.1,24.89,7.98
2011-06-06,31.0,23.0,9.5,2.7,25.12,8.25
2011-06-07,30.9,22.3,7.9,9.9,24.83,9.57
2011-06-08,32.4,23.0,5.4,8.9,20.685,8.72
2011-06-09,31.8,23.4,6.6,0.0,16.54,10.26
2011-06-10,26.8,22.6,1.3,0.0,20.34,7.768157894736842
2011-06-11,25.6,22.2,1.6,0.0,19.22,7.661428571428573
2011-06-12,25.9,22.1,1.2,3.1,23.47,7.5
2011-06-13,29.5,22.3,2.5,6.8,25.21,7.035
2011-06-14,30.5,22.8,5.5,5.3,23.97,6.57
2011-06-15,28.9,21.7,3.7,1.2,25.3125,6.93
2011-06-16,29.2,22.8,4.4,0.7,25.131315789473685,7.965
2011-06-17,28.5,22.2,3.2,4.1,25.054722222222225,9.0
2011-06-18,29.0,22.8,4.1,6.2,24.51,10.01
2011-06-19,29.9,23.4,4.2,5.6,23.88,12.0
2011-06-20,30.1,23.5,4.1,2.1,25.29,9.62
2011-06-21,28.9,23.1,3.7,3.6,25.29,8.52
2011-06-22,29.1,23.6,4.8,2.8,25.14,6.92
2011-06-23,29.8,23.8,4.7,8.7,25.17,11.52
2011-06-24,30.6,23.6,5.5,5.2,25.39,8.38
2011-06-25,30.0,24.5,5.8,0.5,23.57,8.91
2011-06-26,30.6,23.8,4.6,0.0,24.33,10.24
2011-06-27,27.9,23.7,3.2,4.0,23.29,11.64
2011-06-28,29.9,23.1,3.5,1.3,18.53,9.07
2011-06-29,29.0,23.0,3.2,2.4,24.24,6.73
2011-06-30,29.4,22.5,5.1,5.4,23.29,11.87
2011-07-01,30.7,27.6,4.8,6.2,24.39,12.15
2011-07-02,30.7,22.5,4.1,5.0,24.46,9.97
2011-07-03,30.5,22.8,1.5,0.0,25.05,9.23
2011-07-04,27.3,21.5,3.6,5.1,25.83,7.0
2011-07-05,30.1,22.3,3.4,7.1,25.86,8.84
2011-07-06,31.4,23.0,4.7,0.8,26.2,10.68
2011-07-07,29.5,23.7,3.3,1.0,26.31,9.63
2011-07-08,29.1,21.3,0.4,0.8,26.27,9.1
2011-07-09,27.3,21.5,3.9,2.5,26.35,11.19
2011-07-10,28.6,21.6,0.2,4.7,24.03,8.48
2011-07-11,28.8,22.3,4.0,8.3,22.395394736842103,7.61
2011-07-12,29.7,22.4,4.4,1.7,22.09319444444445,6.55
2011-07-13,28.5,22.8,4.7,0.0,22.688714285714287,12.22
2011-07-14,26.2,21.0,1.6,0.0,26.35,12.03
2011-07-15,26.0,21.5,2.2,3.7,24.635,10.6
2011-07-16,29.1,22.3,4.1,1.2,22.92,10.9
2011-07-17,29.1,22.4,0.3,0.0,21.74,11.75
2011-07-18,27.4,22.8,2.5,0.0,18.43,10.35
2011-07-19,26.5,22.8,2.1,0.0,20.28,5.02
2011-07-20,25.0,22.4,1.4,0.9,19.43,6.67
2011-07-21,28.5,23.2,4.7,0.8,18.58,8.4
2011-07-22,27.8,22.8,2.7,0.8,16.66,13.42
2011-07-23,28.2,22.5,3.8,2.9,6.81,12.01
2011-07-24,28.9,21.6,2.4,4.1,10.05,14.04
2011-07-25,28.6,23.3,2.9,6.2,12.02,14.23
2011-07-26,30.6,22.0,4.0,2.0,9.17,12.07
2011-07-27,30.8,22.8,5.1,3.5,22.62,12.82
2011-07-28,30.0,22.0,4.7,5.0,14.63,13.08
2011-07-29,29.6,21.5,4.6,3.6,18.02,12.95
2011-07-30,27.6,22.2,3.1,2.7,12.96,14.02
2011-07-31,28.6,21.8,2.2,0.1,21.91,14.85
2011-08-01,26.7,21.8,3.2,0.3,19.42,14.44
2011-08-02,26.9,22.1,1.9,0.8,14.48,13.02
2011-08-03,27.3,22.7,3.5,0.8,16.4,14.9
2011-08-04,27.8,22.1,3.6,0.7,19.98,10.49
2011-08-05,27.7,22.5,1.3,1.5,22.9,7.55
2011-08-06,27.7,22.3,2.9,2.4,23.13,12.26
2011-08-07,28.5,22.5,1.1,1.7,14.39,11.99
2011-08-08,28.1,22.9,3.3,4.3,14.78,13.84
2011-08-09,28.5,22.9,4.2,0.3,14.16,14.69
2011-08-10,27.0,23.0,2.8,2.5,12.145,13.6
2011-08-11,27.9,22.8,3.1,6.0,10.13,13.01
2011-08-12,28.8,22.7,2.7,2.8,13.04,8.2
2011-08-13,27.2,22.0,3.7,2.4,18.66,11.784666666666665
2011-08-14,27.9,22.6,1.6,0.9,20.5,12.147121212121212
2011-08-15,26.9,22.2,4.2,6.5,17.96,12.313108108108104
2011-08-16,28.9,22.0,3.4,3.1,15.16,11.959473684210526
2011-08-17,27.8,21.8,3.1,3.9,18.64,11.36263888888889
2011-08-18,28.0,20.5,2.6,7.0,19.65,12.48
2011-08-19,29.8,22.3,4.0,6.5,20.54,12.53
2011-08-20,30.0,22.3,4.8,9.7,21.54,13.59
2011-08-21,30.6,23.0,5.4,1.9,21.02,13.33
2011-08-22,29.0,22.1,5.2,6.3,16.28,7.88
2011-08-23,30.9,22.5,4.7,1.6,22.21,10.55
2011-08-24,29.8,22.3,4.6,4.8,21.82,13.22
2011-08-25,28.7,22.2,2.5,0.0,21.43,11.623970588235292
2011-08-26,24.7,22.3,3.6,0.0,19.31,11.954027777777778
2011-08-27,26.0,21.2,1.5,0.0,20.48,11.209722222222222
2011-08-28,24.0,21.2,0.2,0.0,16.82,11.182285714285715
2011-08-29,26.1,21.3,4.3,0.0,14.88,11.67
2011-08-30,24.4,22.2,2.5,1.9,13.48,11.38
2011-08-31,28.1,21.8,2.1,3.8,14.551285714285717,10.74921875
2011-09-01,29.3,22.8,3.3,0.6,14.649999999999997,11.328709677419353
2011-09-02,27.9,22.1,3.1,1.2,7.61,11.331969696969695
2011-09-03,28.1,22.6,2.7,0.0,14.954848484848489,10.96
2011-09-04,25.0,22.7,1.1,2.2,14.363529411764706,10.42
2011-09-05,27.8,22.4,1.9,3.0,13.173823529411765,11.41
2011-09-06,27.0,22.0,3.9,0.7,11.1,10.4
2011-09-07,26.9,22.1,1.4,2.4,12.68,11.48
2011-09-08,27.9,22.1,2.2,9.0,14.26,12.56
2011-09-09,28.8,22.3,4.6,5.7,10.56,12.49
2011-09-10,28.9,22.1,5.1,2.2,12.82,12.42
2011-09-11,28.1,21.1,4.2,3.9,16.2,12.16
2011-09-12,27.9,21.6,4.0,1.6,14.31,12.225
2011-09-13,27.8,19.7,3.3,7.6,18.95,12.29
2011-09-14,30.2,22.3,3.5,6.1,13.972428571428573,13.72
2011-09-15,31.0,22.8,3.5,5.2,14.404999999999998,13.54
2011-09-16,31.1,21.5,3.7,5.4,13.81,12.8
2011-09-17,29.1,20.8,3.4,7.7,21.55,12.5
2011-09-18,29.1,21.8,4.4,1.0,24.74,9.29
2011-09-19,27.6,19.3,4.1,8.8,24.82,10.53
2011-09-20,29.6,20.8,2.5,4.6,22.86,12.81
2011-09-21,29.6,19.9,3.0,4.5,17.61,11.59
2011-09-22,28.5,19.2,4.3,9.7,11.11,10.83
2011-09-23,29.4,18.3,4.8,9.0,22.75,11.27
2011-09-24,29.2,20.0,4.6,8.0,23.1,12.6
2011-09-25,29.8,19.2,4.9,9.6,13.98,11.15
2011-09-26,30.6,19.5,6.0,10.3,16.32,11.62
2011-09-27,31.3,20.0,5.8,8.9,14.92,13.36
2011-09-28,31.0,20.0,6.2,5.8,15.4,14.11
2011-09-29,31.1,21.3,4.2,5.3,11.5,12.53
2011-09-30,30.9,20.5,5.6,3.1,20.49,13.27
2011-10-01,29.7,22.2,3.0,2.5,19.65,12.05
2011-10-02,31.1,22.8,3.2,2.4,18.36,13.67
2011-10-03,31.1,20.0,1.9,8.9,16.73,12.11
2011-10-04,30.9,20.4,5.3,5.0,11.57,7.37
2011-10-05,30.4,20.3,3.7,8.2,16.73,7.11
2011-10-06,31.7,18.9,4.2,8.4,16.67,7.26
2011-10-08,32.4,21.8,5.4,4.6,15.51,6.08
2011-10-09,32.5,20.8,2.4,8.1,9.86,4.9
2011-10-10,33.4,21.5,6.9,7.5,8.88,10.51
2011-10-11,34.0,22.2,5.6,4.3,7.66,12.51
2011-10-12,33.0,20.0,4.8,4.2,15.99,12.34
2011-10-14,30.9,21.7,4.0,6.9,18.35,10.57
2011-10-15,32.4,21.4,2.9,5.3,22.09,3.14
2011-10-16,32.5,20.3,2.95,3.0,14.79,12.11
2011-10-17,31.9,21.3,3.0,5.2,14.81,9.94
2011-10-18,31.7,21.0,2.9,2.5,10.66,8.16
2011-10-19,30.4,21.6,3.6,8.1,14.56,10.03
2011-10-20,32.2,20.6,3.5,8.0,10.28,9.6
2011-10-21,31.9,17.3,4.1,10.0,10.98,14.07
2011-10-22,32.6,15.6,3.3,10.0,22.86,11.57
2011-10-23,31.9,15.5,4.4,9.4,18.06,10.7
2011-10-24,31.9,15.2,4.0,9.8,25.15,11.54
2011-10-25,31.2,12.6,4.7,9.5,23.81,11.72
2011-10-26,31.6,14.0,5.1,9.3,23.19,11.17
2011-10-27,31.7,16.8,3.1,7.2,22.57,10.67
2011-10-28,31.7,19.8,4.6,6.3,19.31,12.51
2011-10-29,30.5,20.4,4.2,3.7,16.81,11.37
2011-10-30,30.3,19.3,4.4,8.1,21.17,9.86
2011-10-31,31.3,16.6,5.3,9.6,25.04,10.24
2011-11-01,31.5,15.9,5.0,9.0,17.39,11.23
2011-11-02,31.8,16.8,4.9,8.4,15.19,12.7
2011-11-03,31.6,16.1,4.7,8.7,23.0,8.61
2011-11-04,31.1,15.6,4.9,9.1,20.01,8.99
2011-11-05,31.2,16.2,5.0,8.9,17.7,10.5
2011-11-06,31.7,17.3,5.0,9.4,21.16,8.69
2011-11-07,32.4,15.4,4.9,9.7,17.44,5.97
2011-11-08,32.6,14.5,5.7,9.5,21.97,7.22
2011-11-09,32.0,13.9,4.0,9.5,21.1,11.28
2011-11-10,31.6,14.1,4.5,9.2,19.97,9.42
2011-11-11,31.9,13.4,5.0,9.7,19.54,7.77
2011-11-12,33.1,14.4,3.9,9.5,24.01,10.58
2011-11-13,33.1,14.6,3.5,9.3,23.71,7.86
2011-11-14,33.3,15.7,3.8,8.7,23.31,8.47
2011-11-15,32.9,15.8,3.8,8.2,20.73,8.73
2011-11-16,32.0,14.5,3.5,9.1,19.73,9.71
2011-11-17,31.0,11.9,5.0,10.1,20.66,6.85
2011-11-18,30.9,10.7,5.2,9.9,20.87,7.22
2011-11-19,31.2,11.0,5.5,9.9,18.82,11.41
2011-11-20,31.6,12.0,4.0,9.6,20.47,6.97
2011-11-21,31.8,12.0,4.0,9.7,22.83,7.36
2011-11-22,31.3,11.8,5.9,9.6,18.3,10.57
2011-11-23,30.6,10.9,4.5,9.3,18.33,8.75
2011-11-24,29.4,12.7,4.2,6.5,18.36,10.1
2011-11-25,29.0,13.6,4.2,2.9,15.8,7.9
2011-11-26,29.2,12.8,3.5,5.5,20.32,6.86
2011-11-27,30.1,18.4,3.6,3.5,11.84,10.3
2011-11-28,30.8,22.0,4.3,0.0,12.76,10.23
2011-11-29,28.4,20.9,3.7,6.0,14.2,9.42
2011-11-30,31.6,16.3,5.6,6.0,14.94,8.62
2011-12-01,32.4,18.1,4.5,7.6,17.25,6.82
2011-12-02,32.6,17.3,5.4,9.4,16.565,4.85
2011-12-03,32.6,13.0,4.8,9.4,15.88,5.42
2011-12-04,31.9,14.1,3.9,9.4,15.11,6.14
2011-12-05,32.2,14.5,4.3,8.2,19.67,5.56
2011-12-06,33.1,15.7,4.9,7.7,10.94,4.83
2011-12-07,32.6,14.7,3.9,8.0,19.87,5.49
2011-12-08,30.9,12.7,3.2,8.9,21.06,7.78
2011-12-09,29.9,11.1,3.5,8.6,19.09,10.31
2011-12-10,31.7,12.9,2.9,8.7,19.65,11.01
2011-12-11,31.9,12.2,3.4,9.0,20.21,9.15
2011-12-12,31.7,13.0,1.0,8.2,20.67,5.66
2011-12-13,31.2,13.7,3.0,8.2,17.90029411764706,6.82
2011-12-14,30.7,13.4,3.3,8.5,18.63939393939394,7.15
2011-12-15,29.4,11.0,3.9,8.4,18.27257575757576,7.37
2011-12-16,29.5,10.3,3.7,8.8,18.165000000000003,6.92
2011-12-17,29.5,10.9,3.1,9.0,17.989705882352936,7.08
2011-12-18,30.4,10.5,3.5,8.2,18.497714285714288,6.28
2011-12-19,30.4,10.8,3.2,8.2,18.775714285714287,5.46
2011-12-20,29.5,11.6,3.1,7.9,18.214027777777776,5.71
2011-12-21,29.4,10.7,3.9,8.4,18.29694444444444,5.56
2011-12-22,29.0,10.7,2.9,7.7,17.908857142857144,5.2
2011-12-23,29.5,10.4,3.1,7.2,17.644459459459462,4.83
2011-12-24,28.7,10.5,3.2,8.8,18.42142857142857,5.41
2011-12-25,30.3,9.7,2.9,8.8,17.913714285714285,5.41
2011-12-26,31.0,8.8,4.2,8.9,17.70162162162162,7.18
2011-12-27,30.9,7.6,3.7,9.3,17.09277777777778,7.79
2011-12-28,31.2,8.6,3.2,8.3,16.991666666666667,6.08
2011-12-29,29.9,8.8,3.6,7.9,16.405263157894737,3.66
2011-12-30,28.1,7.9,3.4,8.7,16.87375,3.78
2011-12-31,30.8,10.1,5.5,9.0,16.954305555555553,4.1
2012-01-01,32.3,15.2,3.8,3.1,17.187727272727273,4.07
2012-01-02,30.6,15.3,3.3,7.9,17.528714285714287,4.31
2012-01-03,30.9,14.9,4.5,8.9,16.883333333333333,4.65
2012-01-04,31.4,12.6,4.0,9.6,17.178857142857144,5.54
2012-01-05,32.5,12.6,3.8,9.4,17.494705882352942,8.04
2012-01-06,32.3,13.8,3.9,9.4,17.300833333333333,9.78
2012-01-07,31.9,10.7,4.0,9.6,17.215675675675676,7.91
2012-01-08,31.4,9.1,4.3,10.1,16.820138888888888,8.61
2012-01-09,30.4,7.2,3.4,9.6,16.454861111111107,7.7
2012-01-10,28.0,7.8,4.6,9.3,16.56861111111111,7.19
2012-01-11,26.9,7.7,4.3,9.6,16.77861111111111,4.52
2012-01-12,25.9,6.8,3.4,9.6,16.412105263157898,6.81
2012-01-13,26.9,6.6,3.6,9.5,16.47592105263158,4.51
2012-01-14,27.1,7.6,4.7,9.6,16.730540540540538,3.65
2012-01-15,27.9,7.4,3.4,9.3,16.320135135135132,4.41
2012-01-16,30.0,8.2,3.3,9.6,15.750810810810814,5.57
2012-01-17,31.1,8.1,3.8,9.7,15.893846153846152,5.91
2012-01-18,31.0,9.4,3.6,9.5,16.564473684210526,6.36
2012-01-19,27.0,9.9,3.6,9.8,16.903157894736843,5.3
2012-01-20,25.1,7.8,2.3,9.5,16.753974358974354,4.11
2012-01-21,27.2,8.7,2.3,9.2,16.512631578947367,4.77
2012-01-22,29.6,11.2,3.8,9.2,16.11131578947369,4.62
2012-01-23,29.0,13.8,3.3,6.3,15.95407894736842,5.64
2012-01-24,30.1,13.8,4.0,6.5,16.14283783783784,7.01
2012-01-25,29.6,13.5,3.1,7.8,15.99263157894737,5.96
2012-01-26,30.6,11.8,3.4,9.0,15.94776315789474,5.13
2012-01-27,29.0,10.9,3.5,9.2,16.389722222222222,4.73
2012-01-28,30.7,10.8,3.9,9.6,16.345,4.79
2012-01-29,29.7,9.2,5.5,9.7,16.46764705882353,4.78
2012-01-30,28.6,8.7,3.9,9.5,16.44442857142857,6.87
2012-01-31,29.9,12.4,3.3,8.5,16.466842105263158,5.75
2012-02-01,30.9,13.1,4.6,8.7,16.369999999999997,5.56
2012-02-02,30.0,12.7,3.9,9.4,16.368472222222223,5.27
2012-02-03,30.1,11.8,3.8,9.0,16.153243243243242,7.78
2012-02-04,30.5,13.0,4.8,9.2,16.115972222222226,4.88
2012-02-05,31.7,13.3,4.3,8.4,15.299714285714286,4.39
2012-02-06,31.9,13.5,3.6,9.4,15.94857142857143,4.23
2012-02-07,32.8,13.2,3.5,7.4,16.173194444444444,4.01
2012-02-08,31.8,10.7,4.1,8.0,16.135416666666668,5.4
2012-02-09,29.3,4.6,4.9,10.2,16.118783783783783,5.7
2012-02-10,28.9,6.6,5.2,9.8,16.05986111111111,4.73
2012-02-11,29.8,9.3,3.1,9.6,15.949090909090913,3.96
2012-02-12,32.0,11.4,4.2,10.2,16.43,8.33
2012-02-13,34.0,11.9,3.8,9.9,13.83,6.31
2012-02-14,34.4,11.5,4.7,9.4,15.23,5.29
2012-02-15,33.7,14.2,8.9,8.9,14.94,4.09
2012-02-16,31.9,9.8,6.2,10.0,12.42,4.98
2012-02-17,30.9,9.0,5.5,9.7,17.8,3.85
2012-02-18,32.2,12.2,1.5,9.4,20.07,3.02
2012-02-19,34.0,14.8,5.1,9.4,17.49,3.28
2012-02-21,34.5,13.1,4.3,9.8,18.25,4.15
2012-02-22,35.4,12.8,7.1,9.5,18.4,4.84
2012-02-23,36.0,12.9,5.3,9.7,18.36,4.59
2012-02-24,35.0,14.0,4.8,9.4,19.05,4.4
2012-02-25,35.2,13.0,5.2,9.5,16.75,4.82
2012-02-26,35.1,12.5,5.8,9.9,18.52,4.35
2012-02-27,35.9,13.5,6.1,9.6,17.71,4.43
2012-02-28,36.7,13.3,6.2,10.0,17.78,4.44
2012-02-29,34.7,9.8,6.9,10.7,17.770000000000003,3.66
2012-03-01,33.6,9.8,7.4,10.2,17.76,4.61
2012-03-02,32.7,8.8,5.8,10.2,18.42,3.93
2012-03-03,32.2,12.2,6.4,9.7,18.98,4.65
2012-03-04,33.4,13.3,6.0,9.3,19.81,4.9
2012-03-05,33.0,13.7,6.3,8.8,19.44,6.35
2012-03-06,36.5,13.7,7.2,10.0,18.19,6.89
2012-03-07,34.9,10.3,7.1,9.5,17.01,6.68
2012-03-08,33.5,10.1,7.5,10.3,18.045,7.1
2012-03-09,31.0,10.6,7.3,9.5,19.08,5.91
2012-03-10,30.9,10.1,6.0,9.4,18.43,5.45
2012-03-11,32.9,10.1,5.8,9.3,18.59,4.79
2012-03-12,33.1,14.3,7.026315789473684,9.4,19.18,5.24
2012-03-13,35.2,12.8,7.157894736842105,9.5,18.15,6.17
2012-03-14,34.1,12.9,6.6,9.2,18.235,6.62
2012-03-15,35.1,13.5,7.9,9.2,18.32,6.84
2012-03-16,36.9,14.4,7.0,9.1,19.23,6.36
2012-03-17,37.2,14.2,7.7,9.2,19.29,6.54
2012-03-18,38.1,14.8,7.7,9.0,18.78,6.74
2012-03-19,37.8,14.3,8.0,9.7,21.23,6.73
2012-03-20,38.1,14.6,6.7,9.2,20.67,6.86
2012-03-21,39.1,15.8,7.1,8.1,19.89,7.14
2012-03-22,38.4,16.3,9.4,7.5,19.49,8.46
2012-03-23,38.0,16.4,8.3,7.5,19.58,4.26
2012-03-24,38.4,16.0,7.8,7.6,19.51,4.7
2012-03-25,38.1,15.3,7.5,8.8,20.14,5.29
2012-03-26,38.7,15.7,7.5,8.0,19.26,4.96
2012-03-27,38.6,16.7,9.1,7.9,19.55,3.82
2012-03-28,38.8,18.6,7.7,7.2,19.79,5.86
2012-03-29,38.7,19.7,8.7,7.2,20.96,5.99
2012-03-30,38.7,18.8,8.9,8.3,16.16,4.81
2012-03-31,36.6,18.0,9.1,8.7,21.8,5.31
2012-04-01,37.9,19.7,9.8,7.9,20.99,6.33
2012-04-02,38.5,20.0,10.3,7.4,20.69,6.0
2012-04-03,38.8,22.3,8.8,7.7,22.06,6.11
2012-04-04,38.8,20.7,7.8,7.1,23.32,5.97
